customer_id,name,email,age,purchase_frequency,phone
458,Steve Page,steve.page@example.com,58,high,0773-862116
459,Satya Page,satya.page@example.com,92,medium,0729-915267
460,Elon Gates,elon.gates@example.com,81,high,0718-647851
461,Elon Jobs,invalid_email,59,low,0761-238963
462,Jeff Musk,jeff.musk@example.com,26,low,0740-461637
463,Elon Musk,elon.musk@example.com,48,low,0781-439573
464,Larry Gates,larry.gates@example.com,93,low,0778-636550
465,Satya Bezos,satya.bezos@example.com,39,high,0741-212079
466,Sundar Bezos,invalid_email,16,high,0723-742312
467,Linus Zuckerberg,linus.zuckerberg@example.com,32,medium,0727-982626
468,Steve Brin,steve.brin@example.com,66,high,0764-286890
469,Elon Musk,elon.musk@example.com,87,medium,0748-783097
470,Satya Page,satya.page@example.com,22,high,0787-176090
471,Mark Bezos,mark.bezos@example.com,69,low,0795-731558
472,Sergey Brin,sergey.brin@example.com,43,high,0725-236941
473,Steve Page,steve.page@example.com,67,high,0731-460338
474,Elon Zuckerberg,elon.zuckerberg@example.com,,low,0784-545343
475,Bill Page,bill.page@example.com,75,low,0737-594419
476,Sergey Jobs,sergey.jobs@example.com,72,high,0711-915819
477,Jeff Gates,jeff.gates@example.com,,medium,0751-258823
478,Linus Zuckerberg,linus.zuckerberg@example.com,,medium,0798-369655
479,Mark Gates,mark.gates@example.com,100,low,0788-311980
480,Elon Brin,elon.brin@example.com,86,high,0775-277145
481,Steve Jobs,invalid_email,85,high,0795-663172
482,Linus Brin,linus.brin@example.com,25,high,0771-819046
483,Sergey Bezos,sergey.bezos@example.com,,medium,0729-331812
484,Elon Jobs,elon.jobs@example.com,28,high,0791-726046
485,Sergey Bezos,sergey.bezos@example.com,36,high,0785-718675
486,Sergey Jobs,sergey.jobs@example.com,52,low,0733-400793
487,Linus Torvalds,invalid_email,28,medium,0797-334123
488,Elon Page,elon.page@example.com,,medium,0754-174392
489,Bill Torvalds,invalid_email,0,low,0775-623560
490,Steve Musk,steve.musk@example.com,33,high,0727-137458
491,Satya Page,invalid_email,38,low,0772-510140
492,Linus Gates,linus.gates@example.com,59,low,0786-631199
493,Steve Musk,steve.musk@example.com,61,high,0777-653397
494,Bill Nadella,bill.nadella@example.com,24,low,0716-653816
495,Sergey Musk,sergey.musk@example.com,,low,0788-762257
496,Bill Gates,bill.gates@example.com,59,high,0717-837359
497,Steve Zuckerberg,steve.zuckerberg@example.com,,high,0725-963308
498,Mark Brin,mark.brin@example.com,86,low,0796-268557
499,Elon Gates,elon.gates@example.com,,medium,0786-622501
500,Elon Torvalds,elon.torvalds@example.com,20,low,0719-321706
501,Mark Torvalds,invalid_email,100,medium,0756-264520
502,Bill Brin,bill.brin@example.com,79,high,0779-552209
503,Bill Bezos,bill.bezos@example.com,63,medium,0728-792403
504,Satya Bezos,satya.bezos@example.com,7,high,0776-675882
505,Larry Pichai,larry.pichai@example.com,88,high,0788-635283
506,Elon Musk,elon.musk@example.com,,low,0777-607089
507,Bill Gates,bill.gates@example.com,64,medium,0793-689828
508,Sundar Bezos,sundar.bezos@example.com,92,low,0784-257865
509,Mark Jobs,mark.jobs@example.com,67,high,0760-563788
510,Linus Nadella,linus.nadella@example.com,18,low,0795-944900
511,Satya Bezos,satya.bezos@example.com,82,medium,0744-967534
512,Mark Torvalds,mark.torvalds@example.com,,medium,0760-106276
513,Larry Gates,larry.gates@example.com,9,low,0723-509619
514,Linus Torvalds,linus.torvalds@example.com,33,high,0710-571957
515,Sundar Zuckerberg,sundar.zuckerberg@example.com,13,high,0755-275268
516,Mark Zuckerberg,mark.zuckerberg@example.com,,low,0753-347556
517,Satya Gates,satya.gates@example.com,79,high,0757-729611
518,Bill Gates,bill.gates@example.com,63,high,0796-641254
519,Bill Zuckerberg,bill.zuckerberg@example.com,66,high,0791-599277
520,Sergey Jobs,invalid_email,16,medium,0773-640563
521,Linus Nadella,linus.nadella@example.com,97,medium,0731-111788
522,Larry Nadella,larry.nadella@example.com,,high,0721-159227
523,Mark Pichai,mark.pichai@example.com,54,low,0778-258502
524,Mark Gates,mark.gates@example.com,46,medium,0723-256789
525,Bill Page,bill.page@example.com,56,medium,0737-519336
526,Linus Zuckerberg,linus.zuckerberg@example.com,,low,0782-375642
527,Elon Page,elon.page@example.com,74,low,0792-132238
528,Bill Bezos,bill.bezos@example.com,23,high,0755-984061
529,Satya Brin,invalid_email,27,low,0768-564685
530,Jeff Nadella,jeff.nadella@example.com,46,medium,0736-690697
531,Sundar Musk,sundar.musk@example.com,58,low,0768-300400
532,Sergey Nadella,invalid_email,86,high,0776-812962
533,Satya Musk,satya.musk@example.com,48,high,0780-823604
534,Mark Torvalds,mark.torvalds@example.com,72,low,0759-148805
535,Sundar Pichai,sundar.pichai@example.com,37,low,0773-812587
536,Mark Zuckerberg,mark.zuckerberg@example.com,,low,0792-200378
537,Linus Bezos,linus.bezos@example.com,86,low,0733-265057
538,Sergey Bezos,invalid_email,30,low,0761-606914
539,Jeff Musk,jeff.musk@example.com,97,medium,0715-132452
540,Sundar Gates,sundar.gates@example.com,,low,0765-484640
541,Sundar Musk,sundar.musk@example.com,83,low,0757-278018
542,Sundar Nadella,sundar.nadella@example.com,,high,0711-295888
543,Sergey Brin,sergey.brin@example.com,,low,0739-210788
544,Linus Torvalds,linus.torvalds@example.com,16,low,0738-307153
545,Elon Torvalds,invalid_email,,high,0776-410542
546,Sergey Pichai,sergey.pichai@example.com,34,low,0780-595695
547,Satya Page,invalid_email,37,high,0779-996840
548,Larry Brin,invalid_email,27,high,0783-147195
549,Sergey Page,invalid_email,23,medium,0727-957468
550,Satya Nadella,satya.nadella@example.com,,high,0781-397604
551,Satya Torvalds,satya.torvalds@example.com,80,low,0754-310644
552,Linus Pichai,linus.pichai@example.com,71,medium,0776-880053
553,Jeff Pichai,jeff.pichai@example.com,36,high,0723-145784
554,Jeff Jobs,invalid_email,90,medium,0711-887958
555,Satya Jobs,satya.jobs@example.com,27,high,0763-249036
556,Elon Zuckerberg,elon.zuckerberg@example.com,,medium,0727-371495
557,Elon Nadella,invalid_email,53,medium,0722-128096
558,Elon Pichai,invalid_email,42,high,0734-648253
559,Sergey Torvalds,sergey.torvalds@example.com,83,low,0764-474652
560,Sergey Pichai,sergey.pichai@example.com,1,low,0783-510233
561,Sergey Pichai,sergey.pichai@example.com,,medium,0787-356653
562,Elon Musk,invalid_email,87,low,0795-787769
563,Elon Zuckerberg,elon.zuckerberg@example.com,73,medium,0760-413929
564,Jeff Page,invalid_email,55,high,0729-843356
565,Steve Pichai,invalid_email,,high,0755-981537
566,Satya Zuckerberg,invalid_email,77,low,0722-768745
567,Bill Gates,bill.gates@example.com,8,medium,0790-806656
568,Larry Brin,larry.brin@example.com,,high,0724-988948
569,Sergey Gates,sergey.gates@example.com,0,low,0775-155728
570,Elon Torvalds,elon.torvalds@example.com,74,low,0752-407260
571,Elon Gates,elon.gates@example.com,29,medium,0737-470468
572,Larry Page,larry.page@example.com,11,high,0744-316483
573,Sundar Gates,sundar.gates@example.com,48,medium,0734-278413
574,Linus Gates,linus.gates@example.com,77,high,0745-428982
575,Linus Gates,linus.gates@example.com,12,high,0748-158739
576,Steve Gates,invalid_email,95,low,0745-968359
577,Larry Torvalds,larry.torvalds@example.com,0,high,0721-741938
578,Satya Musk,invalid_email,25,high,0774-466728
579,Mark Jobs,invalid_email,0,high,0784-519913
580,Larry Brin,larry.brin@example.com,6,high,0771-159140
581,Satya Zuckerberg,satya.zuckerberg@example.com,40,high,0743-707569
582,Mark Page,mark.page@example.com,19,low,0748-654270
583,Linus Torvalds,linus.torvalds@example.com,19,high,0767-264256
584,Sergey Nadella,sergey.nadella@example.com,18,high,0762-207473
585,Elon Gates,elon.gates@example.com,20,low,0776-594875
586,Larry Bezos,larry.bezos@example.com,52,high,0796-777738
587,Elon Zuckerberg,elon.zuckerberg@example.com,,high,0782-650584
588,Larry Gates,larry.gates@example.com,12,high,0761-854791
589,Sergey Brin,invalid_email,6,medium,0739-166708
590,Bill Gates,bill.gates@example.com,3,high,0764-990537
591,Sundar Zuckerberg,sundar.zuckerberg@example.com,10,high,0763-985181
592,Jeff Jobs,jeff.jobs@example.com,29,medium,0775-431343
593,Mark Gates,mark.gates@example.com,92,high,0731-339452
594,Satya Bezos,invalid_email,,low,0760-130281
595,Sergey Torvalds,sergey.torvalds@example.com,87,high,0710-500339
596,Steve Brin,steve.brin@example.com,29,medium,0766-805953
597,Larry Musk,larry.musk@example.com,99,low,0730-240512
598,Mark Jobs,invalid_email,,high,0760-809470
599,Mark Gates,mark.gates@example.com,,medium,0756-563463
600,Sergey Nadella,sergey.nadella@example.com,98,medium,0776-530969
601,Elon Pichai,elon.pichai@example.com,46,high,0792-967099
602,Jeff Jobs,jeff.jobs@example.com,38,medium,0772-144759
603,Linus Musk,linus.musk@example.com,68,medium,0727-412352
604,Bill Gates,invalid_email,5,medium,0720-172185
605,Larry Nadella,larry.nadella@example.com,,medium,0767-355190
606,Mark Jobs,mark.jobs@example.com,87,low,0799-861420
607,Jeff Nadella,jeff.nadella@example.com,46,medium,0732-544115
608,Sundar Nadella,invalid_email,49,low,0785-998808
609,Satya Zuckerberg,satya.zuckerberg@example.com,38,low,0766-484640
610,Linus Nadella,linus.nadella@example.com,,low,0723-817381
611,Sergey Musk,sergey.musk@example.com,,low,0780-803172
612,Sundar Jobs,sundar.jobs@example.com,50,low,0724-814117
613,Steve Nadella,steve.nadella@example.com,76,high,0739-667050
614,Steve Bezos,steve.bezos@example.com,46,low,0721-367815
615,Bill Bezos,bill.bezos@example.com,56,medium,0779-132146
616,Jeff Jobs,jeff.jobs@example.com,39,high,0762-126827
617,Elon Page,elon.page@example.com,,low,0780-407028
618,Sundar Pichai,sundar.pichai@example.com,4,high,0739-470255
619,Steve Jobs,invalid_email,34,low,0722-689401
620,Mark Musk,mark.musk@example.com,,medium,0778-234102
621,Sundar Zuckerberg,sundar.zuckerberg@example.com,88,low,0759-289772
622,Linus Jobs,linus.jobs@example.com,,medium,0764-455603
623,Sergey Gates,sergey.gates@example.com,68,low,0719-885364
624,Steve Page,invalid_email,52,medium,0728-254994
625,Sundar Musk,sundar.musk@example.com,,high,0749-607197
626,Satya Pichai,invalid_email,52,low,0727-235409
627,Elon Brin,elon.brin@example.com,63,high,0762-941151
628,Linus Bezos,linus.bezos@example.com,70,medium,0737-836562
629,Bill Bezos,invalid_email,65,high,0728-394975
630,Jeff Jobs,invalid_email,,high,0772-282410
631,Linus Pichai,linus.pichai@example.com,92,medium,0761-608144
632,Mark Bezos,mark.bezos@example.com,,high,0722-946150
633,Bill Zuckerberg,bill.zuckerberg@example.com,,low,0716-508231
634,Larry Brin,larry.brin@example.com,13,high,0757-782626
635,Elon Pichai,elon.pichai@example.com,,high,0758-316804
636,Sergey Brin,sergey.brin@example.com,,low,0784-721238
637,Jeff Page,jeff.page@example.com,66,high,0741-512351
638,Elon Brin,invalid_email,81,high,0756-702839
639,Bill Bezos,bill.bezos@example.com,90,low,0714-654407
640,Steve Brin,steve.brin@example.com,43,medium,0711-127499
641,Steve Page,steve.page@example.com,55,medium,0766-738956
642,Elon Nadella,invalid_email,61,medium,0767-395506
643,Mark Nadella,mark.nadella@example.com,15,high,0788-792180
644,Satya Brin,satya.brin@example.com,39,high,0716-134746
645,Sundar Brin,sundar.brin@example.com,76,medium,0755-611129
646,Sergey Page,sergey.page@example.com,80,medium,0735-903325
647,Linus Bezos,invalid_email,99,high,0722-898221
648,Bill Brin,invalid_email,70,low,0746-986772
649,Jeff Nadella,jeff.nadella@example.com,46,low,0711-100943
650,Mark Gates,mark.gates@example.com,18,medium,0713-913739
651,Sundar Nadella,sundar.nadella@example.com,95,high,0713-527092
652,Bill Nadella,bill.nadella@example.com,52,low,0740-861201
653,Elon Zuckerberg,elon.zuckerberg@example.com,48,high,0793-525726
654,Sergey Brin,sergey.brin@example.com,87,low,0785-289702
655,Bill Bezos,bill.bezos@example.com,100,medium,0737-477286
656,Mark Page,mark.page@example.com,33,high,0760-224769
657,Jeff Musk,jeff.musk@example.com,59,medium,0770-224679
658,Mark Musk,mark.musk@example.com,11,high,0737-949725
659,Larry Zuckerberg,larry.zuckerberg@example.com,,medium,0778-719871
660,Steve Brin,steve.brin@example.com,63,low,0779-501920
661,Mark Pichai,mark.pichai@example.com,38,medium,0786-252421
662,Larry Gates,larry.gates@example.com,94,high,0753-110628
663,Steve Gates,steve.gates@example.com,,low,0750-907759
664,Satya Bezos,satya.bezos@example.com,41,low,0746-464410
665,Sergey Page,sergey.page@example.com,,high,0775-391989
666,Steve Nadella,steve.nadella@example.com,48,high,0796-845599
667,Steve Gates,steve.gates@example.com,99,low,0724-208938
668,Sergey Jobs,sergey.jobs@example.com,,low,0760-286005
669,Sundar Pichai,sundar.pichai@example.com,40,low,0792-698542
670,Satya Torvalds,satya.torvalds@example.com,89,medium,0716-436180
671,Sundar Musk,sundar.musk@example.com,67,low,0757-305999
672,Elon Nadella,elon.nadella@example.com,66,high,0795-422021
673,Jeff Page,jeff.page@example.com,6,medium,0769-289285
674,Satya Pichai,satya.pichai@example.com,23,high,0782-612246
675,Bill Jobs,bill.jobs@example.com,54,high,0723-557999
676,Bill Nadella,bill.nadella@example.com,14,low,0764-603070
677,Mark Gates,mark.gates@example.com,90,medium,0729-590120
678,Mark Musk,mark.musk@example.com,85,high,0730-755116
679,Sergey Page,sergey.page@example.com,,high,0711-188060
680,Bill Brin,bill.brin@example.com,47,medium,0730-239646
681,Sergey Nadella,sergey.nadella@example.com,59,high,0769-709872
682,Steve Bezos,steve.bezos@example.com,35,medium,0768-595769
683,Steve Page,steve.page@example.com,23,medium,0745-784331
684,Sergey Page,sergey.page@example.com,,high,0749-209045
685,Linus Torvalds,linus.torvalds@example.com,89,low,0719-147759
686,Larry Pichai,invalid_email,59,high,0724-249065
687,Steve Nadella,steve.nadella@example.com,15,medium,0741-330294
688,Bill Bezos,bill.bezos@example.com,,low,0762-606030
689,Sergey Jobs,sergey.jobs@example.com,36,low,0788-596947
690,Satya Jobs,satya.jobs@example.com,20,low,0793-704375
691,Elon Page,elon.page@example.com,35,low,0742-691279
692,Satya Torvalds,invalid_email,92,medium,0746-920916
693,Elon Bezos,elon.bezos@example.com,95,low,0794-923169
694,Mark Bezos,mark.bezos@example.com,,low,0763-348744
695,Satya Torvalds,satya.torvalds@example.com,74,low,0731-387735
696,Linus Bezos,linus.bezos@example.com,6,low,0789-584581
697,Sundar Musk,sundar.musk@example.com,34,low,0775-367083
698,Larry Nadella,invalid_email,90,high,0755-686240
699,Linus Bezos,linus.bezos@example.com,,medium,0794-328187
700,Linus Bezos,linus.bezos@example.com,66,medium,0764-554018
701,Jeff Zuckerberg,jeff.zuckerberg@example.com,29,high,0750-122160
702,Linus Bezos,invalid_email,,medium,0765-775526
703,Sundar Musk,sundar.musk@example.com,32,medium,0783-166389
704,Larry Nadella,larry.nadella@example.com,0,medium,0728-662812
705,Mark Page,mark.page@example.com,34,medium,0761-484628
706,Steve Pichai,steve.pichai@example.com,29,medium,0774-314120
707,Jeff Zuckerberg,invalid_email,34,medium,0754-730795
708,Sergey Musk,invalid_email,78,medium,0763-449708
709,Jeff Bezos,invalid_email,79,high,0738-787051
710,Jeff Zuckerberg,jeff.zuckerberg@example.com,83,medium,0748-990914
711,Satya Gates,satya.gates@example.com,,medium,0757-530340
712,Satya Torvalds,invalid_email,51,high,0798-688191
713,Steve Brin,steve.brin@example.com,64,low,0746-207981
714,Bill Zuckerberg,bill.zuckerberg@example.com,0,low,0752-496241
715,Satya Page,satya.page@example.com,60,medium,0716-938240
716,Steve Brin,steve.brin@example.com,,medium,0755-848042
717,Sergey Musk,sergey.musk@example.com,,high,0782-599476
718,Bill Nadella,bill.nadella@example.com,85,low,0724-689854
719,Elon Gates,elon.gates@example.com,92,high,0792-787904
720,Linus Zuckerberg,linus.zuckerberg@example.com,83,medium,0799-666324
721,Elon Gates,elon.gates@example.com,,medium,0751-105344
722,Jeff Brin,jeff.brin@example.com,66,low,0773-717300
723,Linus Gates,linus.gates@example.com,20,low,0731-635796
724,Sergey Musk,sergey.musk@example.com,82,medium,0727-405278
725,Bill Zuckerberg,bill.zuckerberg@example.com,89,low,0785-273884
726,Mark Pichai,mark.pichai@example.com,42,low,0789-842540
727,Satya Bezos,satya.bezos@example.com,87,low,0796-452418
728,Linus Zuckerberg,linus.zuckerberg@example.com,83,high,0736-156161
729,Sundar Musk,sundar.musk@example.com,40,low,0785-772820
730,Elon Bezos,elon.bezos@example.com,27,low,0786-660797
731,Elon Nadella,elon.nadella@example.com,87,medium,0712-193853
732,Sundar Jobs,sundar.jobs@example.com,67,high,0767-510179
733,Satya Brin,satya.brin@example.com,48,low,0782-414798
734,Steve Pichai,steve.pichai@example.com,41,high,0735-448095
735,Elon Musk,invalid_email,9,high,0749-163329
736,Jeff Brin,jeff.brin@example.com,94,low,0778-997270
737,Jeff Page,invalid_email,64,high,0714-347396
738,Jeff Pichai,jeff.pichai@example.com,7,high,0730-561941
739,Elon Zuckerberg,elon.zuckerberg@example.com,3,high,0765-386119
740,Sundar Jobs,sundar.jobs@example.com,31,low,0744-851490
741,Larry Page,larry.page@example.com,3,low,0781-300870
742,Larry Page,larry.page@example.com,36,medium,0761-734751
743,Larry Gates,larry.gates@example.com,71,medium,0771-658259
744,Larry Pichai,larry.pichai@example.com,25,low,0710-974778
745,Linus Brin,linus.brin@example.com,1,medium,0725-503428
746,Bill Zuckerberg,bill.zuckerberg@example.com,50,medium,0728-514805
747,Linus Gates,linus.gates@example.com,7,low,0732-815232
748,Larry Brin,larry.brin@example.com,16,low,0770-885783
749,Satya Gates,satya.gates@example.com,17,medium,0754-367329
750,Jeff Jobs,jeff.jobs@example.com,11,low,0722-182598
751,Sergey Zuckerberg,sergey.zuckerberg@example.com,63,medium,0755-967733
752,Jeff Nadella,jeff.nadella@example.com,87,high,0742-706390
753,Mark Brin,mark.brin@example.com,77,high,0735-599068
754,Elon Zuckerberg,elon.zuckerberg@example.com,,high,0773-522405
755,Larry Musk,larry.musk@example.com,,low,0781-106850
756,Linus Nadella,invalid_email,15,medium,0719-588097
757,Linus Pichai,invalid_email,89,low,0712-294758
758,Bill Page,bill.page@example.com,93,low,0757-509745
759,Larry Bezos,larry.bezos@example.com,100,low,0776-119629
760,Larry Musk,larry.musk@example.com,84,medium,0772-251338
761,Mark Zuckerberg,mark.zuckerberg@example.com,30,low,0750-194880
762,Sergey Torvalds,sergey.torvalds@example.com,76,high,0782-783790
763,Bill Page,bill.page@example.com,,high,0728-519169
764,Steve Jobs,steve.jobs@example.com,5,medium,0734-232657
765,Larry Page,invalid_email,25,medium,0770-507741
766,Larry Musk,larry.musk@example.com,96,high,0798-108555
767,Sundar Gates,invalid_email,73,low,0710-971510
768,Steve Musk,invalid_email,62,medium,0737-292625
769,Sundar Musk,sundar.musk@example.com,51,medium,0750-643436
770,Satya Zuckerberg,satya.zuckerberg@example.com,,low,0789-255589
771,Mark Brin,mark.brin@example.com,96,high,0741-260756
772,Satya Jobs,satya.jobs@example.com,31,high,0749-900784
773,Elon Brin,elon.brin@example.com,13,high,0784-347284
774,Sundar Musk,sundar.musk@example.com,64,low,0738-596548
775,Bill Torvalds,bill.torvalds@example.com,77,high,0787-377390
776,Mark Pichai,mark.pichai@example.com,19,low,0791-684864
777,Sergey Page,sergey.page@example.com,60,low,0734-803673
778,Larry Pichai,larry.pichai@example.com,89,low,0742-616212
779,Steve Gates,steve.gates@example.com,71,medium,0731-749809
780,Elon Jobs,elon.jobs@example.com,,medium,0764-908465
781,Satya Gates,satya.gates@example.com,42,low,0719-523008
782,Mark Pichai,invalid_email,24,high,0715-580493
783,Sergey Bezos,sergey.bezos@example.com,33,low,0744-129271
784,Satya Gates,satya.gates@example.com,42,medium,0746-756450
785,Mark Jobs,mark.jobs@example.com,,high,0753-551762
786,Mark Bezos,mark.bezos@example.com,52,low,0761-889688
787,Elon Brin,elon.brin@example.com,,medium,0759-368899
788,Sundar Musk,sundar.musk@example.com,92,medium,0760-836171
789,Sundar Gates,sundar.gates@example.com,45,high,0723-568579
790,Sundar Torvalds,sundar.torvalds@example.com,60,low,0728-954926
791,Elon Page,invalid_email,24,high,0739-977021
792,Linus Page,linus.page@example.com,,medium,0787-316175
793,Linus Brin,linus.brin@example.com,19,high,0784-647430
794,Steve Jobs,steve.jobs@example.com,5,low,0763-361823
795,Bill Brin,invalid_email,98,low,0745-253230
796,Sergey Bezos,sergey.bezos@example.com,91,medium,0722-112989
797,Mark Torvalds,mark.torvalds@example.com,40,medium,0742-549516
798,Linus Page,linus.page@example.com,68,high,0718-207828
799,Jeff Zuckerberg,jeff.zuckerberg@example.com,0,high,0757-113814
800,Sundar Bezos,sundar.bezos@example.com,45,high,0761-859838
801,Satya Bezos,satya.bezos@example.com,33,low,0731-536738
802,Mark Zuckerberg,mark.zuckerberg@example.com,74,high,0714-404280
803,Sundar Torvalds,sundar.torvalds@example.com,61,medium,0721-215852
804,Larry Musk,larry.musk@example.com,43,high,0728-653998
805,Linus Gates,linus.gates@example.com,33,high,0751-614316
806,Mark Brin,mark.brin@example.com,,high,0747-775163
807,Elon Zuckerberg,elon.zuckerberg@example.com,77,medium,0721-956077
808,Satya Musk,invalid_email,53,medium,0791-676831
809,Mark Gates,mark.gates@example.com,36,high,0736-820307
810,Sundar Torvalds,sundar.torvalds@example.com,30,low,0752-401455
811,Mark Bezos,mark.bezos@example.com,,high,0752-174270
812,Sundar Gates,sundar.gates@example.com,43,high,0733-519638
813,Satya Zuckerberg,satya.zuckerberg@example.com,96,medium,0756-549292
814,Elon Musk,elon.musk@example.com,42,low,0723-276402
815,Jeff Jobs,jeff.jobs@example.com,47,high,0717-852779
816,Mark Bezos,mark.bezos@example.com,49,high,0791-807925
817,Larry Zuckerberg,larry.zuckerberg@example.com,51,low,0768-178426
818,Bill Torvalds,invalid_email,52,medium,0781-312211
819,Mark Musk,mark.musk@example.com,63,high,0781-542200
820,Bill Torvalds,bill.torvalds@example.com,75,medium,0754-314903
821,Linus Brin,linus.brin@example.com,,high,0748-322339
822,Linus Pichai,linus.pichai@example.com,54,high,0740-553455
823,Elon Nadella,elon.nadella@example.com,74,high,0746-734176
824,Linus Pichai,linus.pichai@example.com,97,medium,0789-814731
825,Sundar Nadella,sundar.nadella@example.com,62,medium,0715-890786
826,Sergey Zuckerberg,sergey.zuckerberg@example.com,,high,0747-269127
827,Sergey Nadella,sergey.nadella@example.com,,medium,0739-307894
828,Elon Jobs,invalid_email,74,high,0774-832795
829,Mark Page,invalid_email,91,low,0760-986810
830,Linus Brin,linus.brin@example.com,2,low,0714-781386
831,Bill Jobs,bill.jobs@example.com,83,high,0731-109177
832,Bill Jobs,bill.jobs@example.com,6,medium,0778-823728
833,Bill Gates,bill.gates@example.com,65,low,0798-395671
834,Bill Jobs,bill.jobs@example.com,95,low,0783-992025
835,Bill Zuckerberg,bill.zuckerberg@example.com,6,high,0776-832138
836,Steve Torvalds,steve.torvalds@example.com,15,medium,0773-393014
837,Steve Jobs,steve.jobs@example.com,51,high,0793-988231
838,Larry Nadella,larry.nadella@example.com,,high,0711-371391
839,Elon Pichai,elon.pichai@example.com,94,high,0732-623580
840,Mark Brin,invalid_email,,medium,0718-417689
841,Mark Zuckerberg,mark.zuckerberg@example.com,,medium,0756-425709
842,Elon Musk,elon.musk@example.com,68,medium,0731-747077
843,Linus Pichai,linus.pichai@example.com,27,medium,0723-540144
844,Sundar Nadella,sundar.nadella@example.com,,low,0742-883806
845,Linus Jobs,invalid_email,19,high,0721-105388
846,Sundar Brin,sundar.brin@example.com,48,high,0781-391021
847,Satya Torvalds,satya.torvalds@example.com,,medium,0762-245640
848,Satya Musk,satya.musk@example.com,70,medium,0745-796542
849,Larry Pichai,larry.pichai@example.com,98,high,0793-253681
850,Mark Nadella,mark.nadella@example.com,61,low,0797-754192
851,Bill Brin,bill.brin@example.com,79,low,0757-632914
852,Bill Jobs,bill.jobs@example.com,,high,0718-793614
853,Bill Musk,bill.musk@example.com,16,low,0798-889472
854,Jeff Brin,jeff.brin@example.com,14,high,0740-631812
855,Bill Torvalds,bill.torvalds@example.com,60,high,0776-113796
856,Steve Page,steve.page@example.com,37,medium,0774-108019
857,Mark Brin,mark.brin@example.com,59,low,0772-761829
858,Larry Nadella,invalid_email,,low,0726-915198
859,Elon Musk,invalid_email,17,high,0798-157529
860,Jeff Jobs,jeff.jobs@example.com,70,high,0746-832653
861,Elon Pichai,elon.pichai@example.com,,low,0748-142989
862,Linus Musk,linus.musk@example.com,57,high,0724-453377
863,Larry Brin,invalid_email,49,medium,0782-614824
864,Jeff Brin,jeff.brin@example.com,68,medium,0743-843922
865,Mark Nadella,mark.nadella@example.com,,low,0760-742694
866,Jeff Musk,jeff.musk@example.com,18,medium,0750-116627
867,Sergey Brin,sergey.brin@example.com,68,high,0753-742600
868,Jeff Musk,jeff.musk@example.com,23,low,0772-533080
869,Jeff Zuckerberg,invalid_email,53,high,0735-610846
870,Larry Zuckerberg,larry.zuckerberg@example.com,9,high,0795-512360
871,Elon Zuckerberg,elon.zuckerberg@example.com,100,low,0745-242731
872,Jeff Bezos,invalid_email,,medium,0794-958115
873,Jeff Brin,jeff.brin@example.com,,low,0731-757234
874,Larry Gates,larry.gates@example.com,49,low,0775-807763
875,Mark Brin,mark.brin@example.com,75,high,0730-398923
876,Mark Gates,mark.gates@example.com,60,medium,0796-479123
877,Elon Gates,elon.gates@example.com,,low,0738-461771
878,Bill Musk,bill.musk@example.com,100,medium,0791-970087
879,Jeff Pichai,jeff.pichai@example.com,96,high,0754-831798
880,Steve Torvalds,steve.torvalds@example.com,48,medium,0762-276545
881,Sundar Bezos,sundar.bezos@example.com,78,medium,0774-138690
882,Sergey Musk,sergey.musk@example.com,34,low,0793-345880
883,Linus Bezos,linus.bezos@example.com,6,low,0780-584044
884,Satya Torvalds,satya.torvalds@example.com,66,medium,0770-477225
885,Steve Bezos,steve.bezos@example.com,60,medium,0763-478041
886,Elon Torvalds,elon.torvalds@example.com,20,medium,0762-772628
887,Elon Zuckerberg,invalid_email,,low,0736-649009
888,Larry Gates,larry.gates@example.com,,low,0759-857652
889,Mark Pichai,mark.pichai@example.com,75,low,0791-154420
890,Larry Gates,larry.gates@example.com,9,high,0782-106558
891,Satya Zuckerberg,satya.zuckerberg@example.com,31,high,0785-572864
892,Bill Brin,bill.brin@example.com,12,high,0780-998289
893,Larry Gates,larry.gates@example.com,48,high,0768-583550
894,Jeff Zuckerberg,jeff.zuckerberg@example.com,92,low,0721-309604
895,Elon Zuckerberg,elon.zuckerberg@example.com,41,high,0759-838123
896,Linus Pichai,linus.pichai@example.com,76,medium,0750-871024
897,Sergey Gates,sergey.gates@example.com,50,medium,0747-166221
898,Linus Gates,linus.gates@example.com,97,high,0717-323871
899,Bill Jobs,bill.jobs@example.com,45,low,0798-691638
900,Sundar Gates,sundar.gates@example.com,,medium,0737-950205
901,Elon Page,elon.page@example.com,38,high,0744-505974
902,Sergey Pichai,invalid_email,92,high,0726-177550
903,Mark Nadella,invalid_email,80,high,0758-961942
904,Elon Pichai,elon.pichai@example.com,,high,0793-584255
905,Sergey Gates,sergey.gates@example.com,10,high,0726-215141
906,Linus Musk,invalid_email,91,high,0744-190441
907,Sergey Musk,sergey.musk@example.com,50,low,0731-552574
908,Elon Torvalds,elon.torvalds@example.com,,medium,0712-435353
909,Mark Musk,mark.musk@example.com,87,high,0755-393757
910,Satya Pichai,satya.pichai@example.com,37,medium,0799-128574
911,Bill Brin,bill.brin@example.com,87,medium,0784-486353
912,Linus Bezos,linus.bezos@example.com,69,low,0732-488704
913,Sergey Musk,sergey.musk@example.com,55,medium,0710-464586
914,Satya Nadella,satya.nadella@example.com,,high,0797-635212
